"Sequence number"	"Sequence ID"	"Functionality"	"V-GENE and allele"	"V-REGION Nb of positions including IMGT gaps (nt)"	"V-REGION Nb of nucleotides"	"V-REGION Nb of identical nucleotides"	"V-REGION Nb of mutations"	"V-REGION Nb of silent mutations"	"V-REGION Nb of nonsilent mutations"	"V-REGION a>g"	"V-REGION g>a"	"V-REGION c>t"	"V-REGION t>c"	"V-REGION a>c"	"V-REGION c>a"	"V-REGION a>t"	"V-REGION t>a"	"V-REGION g>c"	"V-REGION c>g"	"V-REGION g>t"	"V-REGION t>g"	"FR1-IMGT Nb of positions including IMGT gaps (nt)"	"FR1-IMGT Nb of nucleotides"	"FR1-IMGT Nb of identical nucleotides"	"FR1-IMGT Nb of mutations"	"FR1-IMGT Nb of silent mutations"	"FR1-IMGT Nb of nonsilent mutations"	"FR1-IMGT a>g"	"FR1-IMGT g>a"	"FR1-IMGT c>t"	"FR1-IMGT t>c"	"FR1-IMGT a>c"	"FR1-IMGT c>a"	"FR1-IMGT a>t"	"FR1-IMGT t>a"	"FR1-IMGT g>c"	"FR1-IMGT c>g"	"FR1-IMGT g>t"	"FR1-IMGT t>g"	"CDR1-IMGT Nb of positions including IMGT gaps (nt)"	"CDR1-IMGT Nb of nucleotides"	"CDR1-IMGT Nb of identical nucleotides"	"CDR1-IMGT Nb of mutations"	"CDR1-IMGT Nb of silent mutations"	"CDR1-IMGT Nb of nonsilent mutations"	"CDR1-IMGT a>g"	"CDR1-IMGT g>a"	"CDR1-IMGT c>t"	"CDR1-IMGT t>c"	"CDR1-IMGT a>c"	"CDR1-IMGT c>a"	"CDR1-IMGT a>t"	"CDR1-IMGT t>a"	"CDR1-IMGT g>c"	"CDR1-IMGT c>g"	"CDR1-IMGT g>t"	"CDR1-IMGT t>g"	"FR2-IMGT Nb of positions including IMGT gaps (nt)"	"FR2-IMGT Nb of nucleotides"	"FR2-IMGT Nb of identical nucleotides"	"FR2-IMGT Nb of mutations"	"FR2-IMGT Nb of silent mutations"	"FR2-IMGT Nb of nonsilent mutations"	"FR2-IMGT a>g"	"FR2-IMGT g>a"	"FR2-IMGT c>t"	"FR2-IMGT t>c"	"FR2-IMGT a>c"	"FR2-IMGT c>a"	"FR2-IMGT a>t"	"FR2-IMGT t>a"	"FR2-IMGT g>c"	"FR2-IMGT c>g"	"FR2-IMGT g>t"	"FR2-IMGT t>g"	"CDR2-IMGT Nb of positions including IMGT gaps (nt)"	"CDR2-IMGT Nb of nucleotides"	"CDR2-IMGT Nb of identical nucleotides"	"CDR2-IMGT Nb of mutations"	"CDR2-IMGT Nb of silent mutations"	"CDR2-IMGT Nb of nonsilent mutations"	"CDR2-IMGT a>g"	"CDR2-IMGT g>a"	"CDR2-IMGT c>t"	"CDR2-IMGT t>c"	"CDR2-IMGT a>c"	"CDR2-IMGT c>a"	"CDR2-IMGT a>t"	"CDR2-IMGT t>a"	"CDR2-IMGT g>c"	"CDR2-IMGT c>g"	"CDR2-IMGT g>t"	"CDR2-IMGT t>g"	"FR3-IMGT Nb of positions including IMGT gaps (nt)"	"FR3-IMGT Nb of nucleotides"	"FR3-IMGT Nb of identical nucleotides"	"FR3-IMGT Nb of mutations"	"FR3-IMGT Nb of silent mutations"	"FR3-IMGT Nb of nonsilent mutations"	"FR3-IMGT a>g"	"FR3-IMGT g>a"	"FR3-IMGT c>t"	"FR3-IMGT t>c"	"FR3-IMGT a>c"	"FR3-IMGT c>a"	"FR3-IMGT a>t"	"FR3-IMGT t>a"	"FR3-IMGT g>c"	"FR3-IMGT c>g"	"FR3-IMGT g>t"	"FR3-IMGT t>g"	"CDR3-IMGT Nb of positions including IMGT gaps (nt)"	"CDR3-IMGT Nb of nucleotides"	"CDR3-IMGT Nb of identical nucleotides"	"CDR3-IMGT Nb of mutations"	"CDR3-IMGT Nb of silent mutations"	"CDR3-IMGT Nb of nonsilent mutations"	"CDR3-IMGT a>g"	"CDR3-IMGT g>a"	"CDR3-IMGT c>t"	"CDR3-IMGT t>c"	"CDR3-IMGT a>c"	"CDR3-IMGT c>a"	"CDR3-IMGT a>t"	"CDR3-IMGT t>a"	"CDR3-IMGT g>c"	"CDR3-IMGT c>g"	"CDR3-IMGT g>t"	"CDR3-IMGT t>g"	""
741	">1125_@M02381:30:000000000-AUCBB:1:1101:6772:5159"	"productive"	"Homsap TRBV20-1*01 F, or Homsap TRBV20-1*02 F"	"318 (323)"	"196 (201)"	"195 (197)"	"1 (4)"	"0 (1)"	"1 (3)"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"1"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	113	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	"6 (11)"	"6 (11)"	"6 (8)"	"0 (3)"	"0 (1)"	"0 (2)"	"0"	"0 (1)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	NA
742	">1128_@M02381:30:000000000-AUCBB:1:1101:16395:5162"	"unproductive"	"Homsap TRBV29-1*01 F"	"315 (323)"	"193 (201)"	"192"	"1 (9)"	"0 (2)"	"1 (7)"	"0 (2)"	"0 (2)"	"0"	"1 (3)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"3 (11)"	"3 (11)"	"3"	"0 (8)"	"0 (2)"	"0 (6)"	"0 (2)"	"0 (2)"	"0"	"0 (2)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	NA
743	">1129_@M02381:30:000000000-AUCBB:1:1101:7649:5163"	"unproductive"	"Homsap TRBV21-1*01 P"	"317 (326)"	"173 (182)"	"173"	"0 (9)"	"0 (3)"	"0 (6)"	"0 (1)"	"0"	"0 (1)"	"0"	"0 (3)"	"0 (2)"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"5 (14)"	"5 (14)"	"5"	"0 (9)"	"0 (3)"	"0 (6)"	"0 (1)"	"0"	"0 (1)"	"0"	"0 (3)"	"0 (2)"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	NA
744	">1130_@M02381:30:000000000-AUCBB:1:1101:17398:5164"	"productive"	"Homsap TRBV18*01 F"	"323 (326)"	"197 (200)"	"197"	"0 (3)"	"0 (3)"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11 (14)"	"11 (14)"	"11"	"0 (3)"	"0 (3)"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	NA
745	">1133_@M02381:30:000000000-AUCBB:1:1101:20488:5167"	"unproductive"	"Homsap TRBV5-1*01 F"	"323 (325)"	"195 (197)"	"193"	"2 (4)"	"2 (3)"	"0 (1)"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1 (3)"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	51	51	50	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11 (13)"	"11 (13)"	"11"	"0 (2)"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	NA
746	">1134_@M02381:30:000000000-AUCBB:1:1101:16213:5168"	"unknown"	"Homsap TRBV5-5*01 F, or Homsap TRBV5-5*02 (F) or Homsap TRBV5-5*03 (F)"	"322"	"194"	"184"	"10"	"2"	"8"	"3"	"3"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	51	51	50	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	30	18	14	4	0	4	3	1	0	0	0	0	0	0	0	0	0	0	117	111	107	4	1	3	0	2	0	0	1	0	1	0	0	0	0	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
747	">1135_@M02381:30:000000000-AUCBB:1:1101:24646:5168"	"unproductive"	"Homsap TRBV18*01 F"	"323 (326)"	"198 (201)"	"198"	"0 (3)"	"0 (3)"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11 (14)"	"11 (14)"	"11"	"0 (3)"	"0 (3)"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0 (2)"	"0"	"0"	NA
748	">1136_@M02381:30:000000000-AUCBB:1:1101:14771:5173"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
749	">1139_@M02381:30:000000000-AUCBB:1:1101:22639:5174"	"productive"	"Homsap TRBV12-3*01 F"	"321 (326)"	"197 (202)"	"193 (195)"	"4 (7)"	"2"	"2 (5)"	"0 (1)"	"0"	"1"	"1 (3)"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	2	3	2	1	0	0	1	1	1	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9 (14)"	"9 (14)"	"9 (11)"	"0 (3)"	"0"	"0 (3)"	"0 (1)"	"0"	"0"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
750	">1141_@M02381:30:000000000-AUCBB:1:1101:19282:5175"	"unknown"	"Homsap TRBV28*01 F"	"320"	"190"	"187"	"3"	"1"	"2"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	110	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
751	">1146_@M02381:30:000000000-AUCBB:1:1101:11750:5190"	"unknown"	"Homsap TRBV4-3*01 F, or Homsap TRBV4-3*04 (F)"	"322"	"194"	"193"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	110	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	"10"	"10"	"10"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
752	">1148_@M02381:30:000000000-AUCBB:1:1101:15794:5193"	"productive"	"Homsap TRBV20-1*01 F, or Homsap TRBV20-1*02 F"	"318 (323)"	"196 (201)"	"194 (196)"	"2 (5)"	"2"	"0 (3)"	"0 (2)"	"0 (1)"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	50	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	30	21	20	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"6 (11)"	"6 (11)"	"6 (8)"	"0 (3)"	"0"	"0 (3)"	"0 (2)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
753	">1149_@M02381:30:000000000-AUCBB:1:1101:21466:5194"	"unknown"	"Homsap TRBV11-3*01 F"	"323"	"198"	"148"	"50"	"5"	"45"	"2"	"8"	"3"	"6"	"4"	"4"	"5"	"3"	"3"	"4"	"3"	"5"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	1	51	51	15	36	2	34	2	5	2	5	3	3	2	2	2	4	3	3	30	18	8	10	1	9	0	3	0	1	1	1	3	0	1	0	0	0	117	114	112	2	1	1	0	0	0	0	0	0	0	1	0	0	0	1	"11"	"11"	"11"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
754	">1450_@M02381:30:000000000-AUCBB:1:1101:7950:5795"	"productive"	"Homsap TRBV28*01 F"	"324 (326)"	"196 (198)"	"193"	"3 (5)"	"0 (2)"	"3"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0 (1)"	"0 (1)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	2	2	0	2	0	0	0	1	0	0	1	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"12 (14)"	"12 (14)"	"12"	"0 (2)"	"0 (2)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	NA
755	">1453_@M02381:30:000000000-AUCBB:1:1101:14313:5798"	"unproductive"	"Homsap TRBV24-1*01 F"	"323 (327)"	"195 (199)"	"191 (193)"	"4 (6)"	"1 (3)"	"3"	"0"	"1 (2)"	"0"	"0 (1)"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	4	1	3	0	1	0	0	1	0	1	1	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"11 (15)"	"11 (15)"	"11 (13)"	"0 (2)"	"0 (2)"	"0"	"0"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	NA
756	">1454_@M02381:30:000000000-AUCBB:1:1101:12426:5801"	"productive"	"Homsap TRBV7-2*01 F, or Homsap TRBV7-2*04 (F)"	"320 (326)"	"195 (201)"	"190 (192)"	"5 (9)"	"1 (2)"	"4 (7)"	"1"	"1"	"0 (1)"	"0 (2)"	"0"	"1"	"0 (1)"	"0"	"0"	"0"	"0"	"2"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	51	51	49	2	0	2	0	0	0	0	0	1	0	0	0	0	0	1	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	112	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	"8 (14)"	"8 (14)"	"8 (10)"	"0 (4)"	"0 (1)"	"0 (3)"	"0"	"0"	"0 (1)"	"0 (2)"	"0"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	NA
757	">1460_@M02381:30:000000000-AUCBB:1:1101:22712:5811"	"unproductive"	"Homsap TRBV10-3*04 [F]"	"312"	"184"	"183"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	3	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
758	">1463_@M02381:30:000000000-AUCBB:1:1101:25751:5819"	"unknown"	"Homsap TRBV6-6*01 F, or Homsap TRBV6-6*02 F or Homsap TRBV6-6*03 (F)"	"322"	"194"	"134"	"60"	"4"	"56"	"5"	"9"	"5"	"1"	"1"	"13"	"4"	"10"	"2"	"3"	"3"	"4"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	1	3	1	2	0	0	0	0	0	0	1	1	0	1	0	0	51	51	21	30	2	28	5	2	2	1	1	5	2	2	2	2	2	4	30	18	5	13	0	13	0	6	1	0	0	1	0	5	0	0	0	0	117	111	98	13	1	12	0	1	2	0	0	7	1	2	0	0	0	0	"10"	"10"	"9"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	NA
759	">1464_@M02381:30:000000000-AUCBB:1:1101:12310:5821"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
760	">1466_@M02381:30:000000000-AUCBB:1:1101:7190:5824"	"productive"	"Homsap TRBV20-1*01 F, or Homsap TRBV20-1*02 F"	"318 (323)"	"196 (201)"	"196"	"0 (5)"	"0 (2)"	"0 (3)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (2)"	"0"	"0 (2)"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"6 (11)"	"6 (11)"	"6"	"0 (5)"	"0 (2)"	"0 (3)"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (2)"	"0"	"0 (2)"	"0"	"0"	"0"	NA
761	">1467_@M02381:30:000000000-AUCBB:1:1101:23617:5827"	"productive"	"Homsap TRBV12-3*01 F"	"320 (326)"	"196 (202)"	"192 (194)"	"4 (8)"	"2 (3)"	"2 (5)"	"0 (1)"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1 (2)"	"0"	"0 (2)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	2	3	2	1	0	0	1	1	1	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"8 (14)"	"8 (14)"	"8 (10)"	"0 (4)"	"0 (1)"	"0 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (2)"	NA
762	">1468_@M02381:30:000000000-AUCBB:1:1101:20920:5827"	"productive"	"Homsap TRBV11-1*01 F"	"321 (326)"	"195 (200)"	"195 (196)"	"0 (4)"	"0 (1)"	"0 (3)"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"9 (14)"	"9 (14)"	"9 (10)"	"0 (4)"	"0 (1)"	"0 (3)"	"0"	"0"	"0"	"0 (1)"	"0 (1)"	"0 (1)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	NA
763	">1469_@M02381:30:000000000-AUCBB:1:1101:14975:5828"	"productive"	"Homsap TRBV19*01 F"	"317 (326)"	"188 (197)"	"188 (190)"	"0 (7)"	"0 (2)"	"0 (5)"	"0 (2)"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (2)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"5 (14)"	"5 (14)"	"5 (7)"	"0 (7)"	"0 (2)"	"0 (5)"	"0 (2)"	"0"	"0"	"0 (1)"	"0 (1)"	"0"	"0"	"0"	"0 (1)"	"0"	"0"	"0 (2)"	NA
764	">1473_@M02381:30:000000000-AUCBB:1:1101:23260:5839"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
765	">1474_@M02381:30:000000000-AUCBB:1:1101:23629:5840"	"productive"	"Homsap TRBV12-3*01 F"	"320 (326)"	"196 (202)"	"192 (194)"	"4 (8)"	"2 (3)"	"2 (5)"	"0 (1)"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1 (2)"	"0"	"0 (2)"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	5	2	3	2	1	0	0	1	1	1	0	0	0	0	0	0	0	51	51	50	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	114	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"8 (14)"	"8 (14)"	"8 (10)"	"0 (4)"	"0 (1)"	"0 (3)"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0 (1)"	"0"	"0 (2)"	NA
766	">1475_@M02381:30:000000000-AUCBB:1:1101:7764:5841"	"productive"	"Homsap TRBV27*01 F"	"322 (326)"	"194 (198)"	"194"	"0 (4)"	"0 (2)"	"0 (2)"	"0 (1)"	"0"	"0"	"0 (2)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	51	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	111	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"10 (14)"	"10 (14)"	"10"	"0 (4)"	"0 (2)"	"0 (2)"	"0 (1)"	"0"	"0"	"0 (2)"	"0"	"0 (1)"	"0"	"0"	"0"	"0"	"0"	"0"	NA
767	">1477_@M02381:30:000000000-AUCBB:1:1101:7361:5844"	"No results"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	NA
